conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1991126945388462463,Wed Nov 19 16:18:08 +0000 2025,1,@sharpandshark Gapapa krl ada sampe 24 jam tapi di atur lagi ngeliat kira kira di jam berapa traffic tuh naik,1991179193028378829,,sharpandshark,in,,0,0,1,https://x.com/undefined/status/1991179193028378829,1819209075152113666,
1991053840481972483,Wed Nov 19 16:05:14 +0000 2025,51,@ARSIPAJA Pertama kereta cepat juga gak cepat sebenarnya karena stasiun akhirnya itu stasiun Padalarang yg mana abis dari sana mesti naik kereta lokal lagi ke stasiun Bandung Kedua tiketnya mahal Ketiga akses menuju stasiun KCIC nya juga rada sulit gak ada akses KRL adanya busway LRT,1991175947975106676,,ARSIPAJA,in,,1,0,2,https://x.com/undefined/status/1991175947975106676,1167169741871439873,
1991174851906990493,Wed Nov 19 16:00:53 +0000 2025,0,actually enjoyed whoosh tapi emang agak effort untuk ke st halim. meanwhile gopar bisa naik di st bekasi. dan dari tempat gue jauh lebih deket akses krl ketimbang lrt,1991174851906990493,,,in,,0,0,0,https://x.com/undefined/status/1991174851906990493,98323585,
1991168546450346309,Wed Nov 19 15:35:50 +0000 2025,0,fix kalo ada uang... jalan jalan naik krl ah... udah lama ga jalan jalan... stuck di cangkang ajah...,1991168546450346309,,,in,,0,0,0,https://x.com/undefined/status/1991168546450346309,86154507,
1991160448192782422,Wed Nov 19 15:17:49 +0000 2025,0,@brigrl_ Iya aku naik KRL kak dari pocin,1991164013833748836,,brigrl_,in,,0,0,0,https://x.com/undefined/status/1991164013833748836,1302971289494147074,
1991126945388462463,Wed Nov 19 15:14:16 +0000 2025,122,@sharpandshark Beberapa kali ngalamin pas kuliah naik kereta jaya tingkir turun di Stasiun Senen sekitar jam 2:00. Pulanh lanjut naik KRL yg tersedia jam 5:10. Nunggu sambil tiduran di kursi megang tas kuat2 karena takut dimaling.,1991163118328648107,,sharpandshark,in,,1,0,5,https://x.com/undefined/status/1991163118328648107,1401122538223116293,
1991101019669860765,Wed Nov 19 15:02:59 +0000 2025,2,@ohmy_beautybank mending seventeen nder adem ga gampang kusut dan nemplok seharian ga gerak-gerak mana harganya cuman 40an lagi kalau diskon bisa 30 ribuan ini aku pake yang warna ocean blue dibawa naik motor dan KRL sampe tengah malem pun bentukannya masih stay kayak gini https://t.co/wFs8eMKGrR,1991160280445792534,https://pbs.twimg.com/media/G6IFuM9bUAA84Q5.jpg,ohmy_beautybank,in,,0,2,0,https://x.com/undefined/status/1991160280445792534,1294467913307447296,
1991053840481972483,Wed Nov 19 14:55:52 +0000 2025,20,@ARSIPAJA Ya gimana karena naik turun aja langsung di pusat kota dan terutama di Jakarta terintegrasi dengan moda lain sbb - Transjakarta - KRL (kecuali Gambir) Pilihan kelas lebih beragam ada - Luxury - Panoramic - Priority - Eksekutif - Ekonomi,1991158489675100625,,ARSIPAJA,in,,0,0,0,https://x.com/undefined/status/1991158489675100625,1540309983744917505,
1991157634385269001,Wed Nov 19 14:52:28 +0000 2025,0,besok pagii hrus ke daerah glodok buat liputan otomatis naik krl ke arah jakarta kota di jam brngkf kerja tkut bnget ke geprek njr plss smoga my kamera dan lain2 nya ga knpa²,1991157634385269001,,,in,,0,0,0,https://x.com/undefined/status/1991157634385269001,1374763636393091078,
1991157554370802093,Wed Nov 19 14:52:09 +0000 2025,0,- Ngrantau sendirian di kota orang - naik travel sendiri buat pulkam - naik KRL sendiri dari bks-pse jujur takut ilang dan salah naiksyukurnya kagak Semua dilakukan sendiri alias nekat bener lu bos tapi suatu pencapaian baru yeah,1991157554370802093,,,in,,0,0,0,https://x.com/undefined/status/1991157554370802093,1626573753516949504,
1991110748492402946,Wed Nov 19 14:43:32 +0000 2025,0,@inyiesta aku kapan2 pulang naik krl lewat stasiun palmerah kali ya siapa tau ketemu wkwkw,1991155386146238612,,inyiesta,in,,0,1,0,https://x.com/undefined/status/1991155386146238612,1370386460130439168,
1991144089635668325,Wed Nov 19 14:41:07 +0000 2025,0,@marineturtle_ Sbnrnya kalo direct naik mobil jauh c soalnya di bintaro. Tp bisa naik krl turun cisauk itu kurleb sekitar 3-4 km dr ICE nya. Total sekitar 30 menit perjalanan lah dr kos-ice,1991154778072883520,,marineturtle_,in,,0,1,0,https://x.com/undefined/status/1991154778072883520,1621714166590631936,
1991152936605360172,Wed Nov 19 14:33:48 +0000 2025,0,Pulang kerjanya naik apa ganteng? Krl apa tj?,1991152936605360172,,,in,,0,0,0,https://x.com/undefined/status/1991152936605360172,1086650525339140097,
1991152775737364804,Wed Nov 19 14:33:10 +0000 2025,0,Monmaap orang-orang yang naik KRL bisa ga siapin kartunya sebelum tap in apa ga tap out jangan baru nyari kartu di depan mesin gate anj,1991152775737364804,,,in,,0,0,0,https://x.com/undefined/status/1991152775737364804,1292569083225882624,
1991148639201173648,Wed Nov 19 14:16:43 +0000 2025,1,Tiga kata lucu Nangisin krl pensiun Sedihh krl yg lama udh ngga ada soalnya banyak bgt kenangannya naik itu....,1991148639201173648,,,in,,0,0,0,https://x.com/undefined/status/1991148639201173648,949839638012690432,
1990924151486378431,Wed Nov 19 14:11:10 +0000 2025,5,@Ardaffaf Berarti ngapain cepet2 sampe bandung. Apalagi liburan... udah gitu repot naik krl terus nyambung LRT ke stasiun halim terus turun di padalarang turun ke lt. 1 naik ka feeder baru nyampe Kota Bandung...,1991147242468560910,,Ardaffaf,in,,0,1,0,https://x.com/undefined/status/1991147242468560910,53260886,
1991053840481972483,Wed Nov 19 13:34:23 +0000 2025,0,@millydanmumet @ARSIPAJA Naik KRL harus dari waktu peak hour Naik walahar disusul melulu Naik garut cibatuan mampir melulu,1991137984671092834,,millydanmumet,in,,0,0,0,https://x.com/undefined/status/1991137984671092834,1311843980636643328,
1991100257246249150,Wed Nov 19 13:31:23 +0000 2025,0,@itsmeimleh Utk transport biar murce bisa naik ka bandara (pesen di kai access mulai h-7 dari terminal kedatangan naik kalayang dulu) &gt; bisa turun di rawa buaya (lebih murah) atau duri &gt; lanjut krl ke duri (kalo turun di rawa buaya) lanjut ke tanah abang lanjut lagi ke Cisauk &gt; ojol,1991137229381730362,,itsmeimleh,in,,0,0,0,https://x.com/undefined/status/1991137229381730362,1195400129743732736,
1991131532849819712,Wed Nov 19 13:08:45 +0000 2025,0,gue akan menyelesaikan nonton past lives soalnya ada scene yg amat sangat menggambarkan gwej (naik krl) awowk,1991131532849819712,,,in,,0,0,0,https://x.com/undefined/status/1991131532849819712,1023802579262693376,
1991072615729967251,Wed Nov 19 12:49:56 +0000 2025,0,@vvotanet Oh iya sama satu lagi Nder takutnya naik KRL kena taspat (pembatasan kecepatan) takutnya ada perbaikan rel atau non teknis . Sekedar ngasih tau aja..,1991126798269092046,,zieziexfauzix,in,,0,0,0,https://x.com/undefined/status/1991126798269092046,283009632,
1991126408962175108,Wed Nov 19 12:48:23 +0000 2025,0,lu pada yang naik krl jam 5 tiap hari kuat amat dah,1991126408962175108,,,in,,0,1,0,https://x.com/undefined/status/1991126408962175108,1617378993690533888,
1991124575262830959,Wed Nov 19 12:41:06 +0000 2025,27,Mo open donasi buat iKON tapi aku beli magnum aja mikir2.. meanwhile bobby bagi2 es krim haagen dazs Mau kasian sama iKON tapi bobby punya rubbicorn sementara aku naik krl desek desekan.. Dahlah..,1991124575262830959,,,in,,4,2,8,https://x.com/undefined/status/1991124575262830959,1372689109320302594,
1991124569151701069,Wed Nov 19 12:41:05 +0000 2025,0,tadi lihat krl jogja-solo yg merah terus aku jadi pengen naik krl itu. kalaupun ke jogja aku ga tau mau kemana but talk to who?,1991124569151701069,,,in,,0,0,0,https://x.com/undefined/status/1991124569151701069,1415811148788551680,
1990812438347108541,Wed Nov 19 12:38:16 +0000 2025,98,@fmuchtaar_ Naik TJ atau KRL ya jd angkutan antar kota antar benua,1991123860586991674,,fmuchtaar_,in,,0,0,0,https://x.com/undefined/status/1991123860586991674,1378874700521033732,
1991103349631091114,Wed Nov 19 12:21:16 +0000 2025,0,@ffoxyys udh lama ga naik krl setahun lebih,1991119582556463543,,ffoxyys,in,,0,1,0,https://x.com/undefined/status/1991119582556463543,1209276715358277632,
1989664980082577538,Wed Nov 19 12:03:27 +0000 2025,0,@rhapsodybluesky WKWKWKWKWKWKWKWKWKW BENER LAGI lagian kalau dia punya motor mah pake aje motor ke kantor daripada ribut naik krl bareng pedagang (paling masuk angin sama pegel2 aja ntu badan),1991115100762325088,,rhapsodybluesky,in,,0,0,0,https://x.com/undefined/status/1991115100762325088,1624603526067531777,
1991111434101830138,Wed Nov 19 11:48:53 +0000 2025,0,benci bgt hampir tiap naik krl selalu delay berangkatnya. mungkin cuma 20% on time. apa gunanya punya jadwal keberangkatan kalo sll gak tepat waktu gini @KAI121 @CommuterLine,1991111434101830138,,,in,,0,1,0,https://x.com/undefined/status/1991111434101830138,1513842662696108036,
1991106207545979079,Wed Nov 19 11:28:07 +0000 2025,0,kalo naik krl turun bekasi di peron 7 tuh beneran ngawang bgt nyawa gue kebanting kanan kiri depan belakang tbtb resleting ransel gue rusak aja ,1991106207545979079,,,in,,0,1,0,https://x.com/undefined/status/1991106207545979079,2457867416,
1991106076033614326,Wed Nov 19 11:27:36 +0000 2025,0,Feeder kcjb itu lelet sama kayak krl biasaaa kirain kayak whoosh nya jga. Bikin males tuh dari padalarang ke bandung kota. 30 menit sama aja . Kalo gakepepet jujur ga suka naik whoosh ini tuh.. maaf️,1991106076033614326,,,in,,0,1,0,https://x.com/undefined/status/1991106076033614326,1310195247134121984,
1991106023726387242,Wed Nov 19 11:27:24 +0000 2025,0,kalo naik dari stasiun Tambun nungguin krl Cikarang nya itu lho lama sekali ,1991106027962671397,,oneofursssd,in,,0,0,0,https://x.com/undefined/status/1991106027962671397,1153344027585945600,
1991106023726387242,Wed Nov 19 11:27:23 +0000 2025,0,akhirnya nyoba naik krl dari Bekasi (sebelumnya naik dari Tambun karena lebih deket dari rumah) plot twist pulangnya lebih cepet sampe rumah wkwk,1991106023726387242,,,in,,0,1,0,https://x.com/undefined/status/1991106023726387242,1153344027585945600,
1991105776862278144,Wed Nov 19 11:26:24 +0000 2025,0,@PT_Transjakarta min dari stasiun krl terdekat ke MNC Studio yg di kebon jeruk itu naik rute brp,1991105776862278144,,PT_Transjakarta,in,,0,2,0,https://x.com/undefined/status/1991105776862278144,1841661526123675649,
1991103854436626733,Wed Nov 19 11:18:46 +0000 2025,0,Sumpah ac krl ini yg gerbong 2 di greenline gapernah dingin setiap pulang kantor naik dari rawa buntu jam 17.48 atau 17.58 atau 18.08 panas terusss aneh padahal tinggal kasih freon kayanya @CommuterLine,1991103854436626733,,,in,,0,1,0,https://x.com/undefined/status/1991103854436626733,233409450,
1991103349631091114,Wed Nov 19 11:16:46 +0000 2025,32,udah setahun ga naik krl njir https://t.co/TEhsv3xWzP,1991103349631091114,https://pbs.twimg.com/media/G6HR8chbcAAs8zu.jpg,,in,,0,2,0,https://x.com/undefined/status/1991103349631091114,1209276715358277632,
1991102611576267134,Wed Nov 19 11:13:50 +0000 2025,0,Kesenjangan sosial naik KRL vs MRT MRT= rata2 hpnya boba stylenya orang2 kantoran KRL= banyak yg masih pake android sambil liat tiktok/fb stylenya semuaaa masook,1991102611576267134,,,in,,0,0,0,https://x.com/undefined/status/1991102611576267134,54455727,
1990681324328468946,Wed Nov 19 11:09:02 +0000 2025,0,@Pah_levis Aslam gwe itu oleh² resign dr kerja di jkt tiap hari pp naik krl wkwk,1991101405697048712,,Pah_levis,in,,0,1,0,https://x.com/undefined/status/1991101405697048712,409652028,
1991095825184010304,Wed Nov 19 10:48:17 +0000 2025,0,Sebenernya keciri ga pernah naik KRL sih dan terbukti pas di Manggarai dia ngalangin orang turun. Diteriakin turun dulu malah ngomel lagi ya udah sih .,1991096183184642157,,shobarizadi,in,,0,0,0,https://x.com/undefined/status/1991096183184642157,185626334,
1991088887813287954,Wed Nov 19 10:19:18 +0000 2025,6,Itu cat 1 sampe 700 simulasi naik krl kali yak,1991088887813287954,,,in,,0,13,0,https://x.com/undefined/status/1991088887813287954,1358438180182106113,
1991042072380649589,Wed Nov 19 10:17:43 +0000 2025,0,@anaktaynew tergantung beres ngonser jam berapa. kalo jam 11an masih ada krl kalo jam 12 better nginep aja or naik grab,1991088492529561620,,anaktaynew,in,,0,1,0,https://x.com/undefined/status/1991088492529561620,292294098,
1991088193739878902,Wed Nov 19 10:16:32 +0000 2025,0,bener banget apalagi kalau naik krl tantrum abiss guaa ,1991088193739878902,,,in,,0,0,0,https://x.com/undefined/status/1991088193739878902,1283067346060341248,
1991082438764777731,Wed Nov 19 09:55:04 +0000 2025,0,terakhir ke sana waktu konser NCT 127 2022 lalu pp dari rumah ke ice bsd naik krl buat biar bisa lebih hemat. Eh malah transport dari ice bsd ke stasiun rawa buntu dipatok 200k jirr berasa pp naik taxol,1991082790431912141,,mydearestnoona,in,,0,1,0,https://x.com/undefined/status/1991082790431912141,1343123325774544896,
1991076367060902122,Wed Nov 19 09:29:32 +0000 2025,19,Diundang ikut customer gathering KAI Services yang pertama. Banyakan bengong kagumnya dengerin yang lain yang pengalaman naik keretanya di Jawa (...mau bilang Indonesia tapi ya mostly masih di Jawa doang) udah puluhan ratusan kali. Gua ratusan kali KRL Jabodetabek doang https://t.co/1CuGLtJErz,1991076367060902122,https://pbs.twimg.com/media/G6G5ZP4agAALD2R.jpg,,in,,0,2,4,https://x.com/undefined/status/1991076367060902122,15852453,
1990755123891748918,Wed Nov 19 09:24:47 +0000 2025,0,@bilya4_ever me me me me looking forra barengan naik krl,1991075169612234763,,bilya4_ever,in,,0,0,0,https://x.com/undefined/status/1991075169612234763,1677228555770683393,
1991072615729967251,Wed Nov 19 09:14:38 +0000 2025,55,klo keluar venue jam 11an masih ke kejar gk dari ice bsd naik grab ke cisauk terus ngejar krl cikarang ,1991072615729967251,,,in,,1,18,1,https://x.com/undefined/status/1991072615729967251,1394249284736864258,
1990725198320918714,Wed Nov 19 08:29:33 +0000 2025,0,@Alyvantte @argothrottle Emang kalo dari BD ke YK atau SLO mending Lodaya. Kalopun ketiduran dari SLO masih bisa naik KRL balik ke YK,1991061269236101337,,Alyvantte,in,,0,1,0,https://x.com/undefined/status/1991061269236101337,1696508257693741056,
1991027596314947662,Wed Nov 19 08:28:26 +0000 2025,0,@dontgivapp yukss naik krl koridor 9 YK - PL,1991060988272259153,,dontgivapp,in,,0,1,0,https://x.com/undefined/status/1991060988272259153,979747778703253504,
1991059650545135996,Wed Nov 19 08:23:07 +0000 2025,0,naik krl saat weekday dan sore hari sangatlah senggang,1991059650545135996,,,in,,0,0,0,https://x.com/undefined/status/1991059650545135996,2801067998,
1991057667805360271,Wed Nov 19 08:15:14 +0000 2025,0,Naik krl sebelah lu kepanasan nyalain kipas portabelnya suaranya kenceng banget berasa naik pesawat tapi krl ,1991057667805360271,,,in,,0,1,0,https://x.com/undefined/status/1991057667805360271,185641715,
1991044230190690440,Wed Nov 19 07:34:18 +0000 2025,0,@fwkwk4 SAMAAAA PLISSSS MAU PINDAH KE DEPOK GPP SOALNYA BISA NAIK KRL KL KE JKT makanya pulang dari depok tu aku gak mood ngapa-ngapain 2 minggu jiwa nya masih ketinggalan di sana. ,1991047364212363633,,fwkwk4,in,,0,0,0,https://x.com/undefined/status/1991047364212363633,2416807057,
1990994479999009176,Wed Nov 19 07:21:54 +0000 2025,0,@ENH_PSH @ENH_JAYS gw gabisa naik krl️️[],1991044245868978303,,ENH_PSH,in,,0,1,0,https://x.com/undefined/status/1991044245868978303,1265241045853327362,
1991042120023691364,Wed Nov 19 07:13:27 +0000 2025,0,Jadi inget waktu pulang cf naik krl ada mba mba baca buku berdiri sambil nge-highlight pake stabilo gue yang ketar ketir liatnya soalnya krl kan gedubrak dubrak jalannya banyak bikin oleng mba-nya sangat pemberani sekali tidak takut mencong ,1991042120023691364,,,in,,0,0,0,https://x.com/undefined/status/1991042120023691364,147904866,
1991008533756682518,Wed Nov 19 07:10:12 +0000 2025,0,@erwanice @kumparan Buruh menginap di Stasiun Cikarang karena tidak sempat naik KRL Jabodetabek terakhir menuju Bekasi dan Jakarta sehingga terpaksa bertahan semalaman. Solusi yang ditawarkan Menteri Perhubungan Dudy Purwagandhi adalah mengkaji penyesuaian operasional KRL menjadi 24 jam untuk,1991041302629396518,,erwanice,in,,0,0,0,https://x.com/undefined/status/1991041302629396518,1720665183188922368,
1990965622105370680,Wed Nov 19 07:08:58 +0000 2025,0,@choiwangjaa wkwk Yaa Allah ada yg namanya krl ada yang namanya lrt tapi kalo mau cepet naik pesawat luar angkasa ,1991040989562352069,,choiwangjaa,in,,0,1,0,https://x.com/undefined/status/1991040989562352069,232749782,
1991040644270469560,Wed Nov 19 07:08:24 +0000 2025,0,Salah gw sih bapak-bapak chinese bertato pensiunan owner plant nursery gw kira naik krl,1991040846565945451,,notcatscradle,in,,0,0,0,https://x.com/undefined/status/1991040846565945451,1708735996186316800,
1991040616395124858,Wed Nov 19 07:07:29 +0000 2025,0,prnah ga bawa hetset trus naik krl yh bneran gk enak banget akhirny ak liat jendela aj [syuting mv],1991040616395124858,,,in,,0,0,0,https://x.com/undefined/status/1991040616395124858,1328390232685772800,
1989797795281473667,Wed Nov 19 06:28:00 +0000 2025,0,@avanzizni Ke Swiss bisa ga ya naik krl? gpp kepepes dikit asal gw bisa ikut lu kemana mana :),1991030679467880546,,avanzizni,in,,0,1,0,https://x.com/undefined/status/1991030679467880546,1446774618,
1991021415144022282,Wed Nov 19 05:51:11 +0000 2025,0,Mmmm kl naik krl mah turun manggarai bisa nder terus ambil ke cikarang transit di jatinegara (kl gasalah). Dr sana naik ke yg ps senen... kan dia muter. Atau kl naik krl sblm manggarai turunnya kek duri gt trs naik yg ke arah cikarang via kp bandan. Turun di ps senen,1991021415144022282,,,in,,0,0,0,https://x.com/undefined/status/1991021415144022282,1978899966795116544,
1990926243932614976,Wed Nov 19 05:35:14 +0000 2025,0,@wildfloowerrr Hahaa iya bener kamu gt jga kalau naik krl?,1991017399810973855,,wildfloowerrr,in,,0,0,0,https://x.com/undefined/status/1991017399810973855,1536957170910384129,
1991016546660229140,Wed Nov 19 05:31:50 +0000 2025,1,Yang foto kalo mampunya baru pake transum kaya gini gausah bacot. Emangnya KRL cuma buat pegawai kantoran yang pake laptop aja? Bau? Ya bau lah siapa aja boleh naik transum ko,1991016546660229140,,,in,,0,0,1,https://x.com/undefined/status/1991016546660229140,99637351,
1990792770148339801,Wed Nov 19 05:29:35 +0000 2025,0,@FionazIsza Makasiihh. Aku bawa tumbler isi air putih sensiri. Tapi 3000 mayan bisa buat tiket naik KRL turun Bintaro alhamdulillah,1991015978734428490,,FionazIsza,in,,0,1,0,https://x.com/undefined/status/1991015978734428490,118919683,
1991012439035687131,Wed Nov 19 05:19:55 +0000 2025,0,yang lebih representative ini sih tp in practice emg lebih cepetan naik gojek -&gt; krl kok dibanding driving https://t.co/W6wzMEIsr5,1991013546948190442,https://pbs.twimg.com/media/G6GARCQbMAET9o8.jpg,cassiocpeia,in,,0,0,0,https://x.com/undefined/status/1991013546948190442,1649825097048555520,
1991010554476179537,Wed Nov 19 05:08:02 +0000 2025,0,dan kesempatan untuk naik lantai tuh beda² jarang orang elit naik krl gini gua jamin yg ngetik ini menengah atau menengah ke atas kalian tuh gatakut ya pertukaran roda terus besoknya kalian yang masuk base dan di saltyin gini? kalian naik krl tuh sama² rakyat sama² untuk ,1991010556678168656,,slowmanbbeus,in,,0,1,0,https://x.com/undefined/status/1991010556678168656,1531601546177179648,
1991008533756682518,Wed Nov 19 05:00:00 +0000 2025,248,Menteri Perhubungan Dudy Purwagandhi buka suara soal ramai para buruh yang menginap di Stasiun Cikarang karena tidak sempat naik KRL Jabodetabek jadwal keberangkatan terakhir menuju Bekasi dan Jakarta. Dudy membuka kemungkinan penyesuaian operasional layanan KRL menjadi 24 jam. https://t.co/YeAinX5x46,1991008533756682518,https://pbs.twimg.com/media/G6Fzhf7bMAAJ79l.jpg,,in,,16,15,61,https://x.com/undefined/status/1991008533756682518,759692754985242625,
1990992980728242503,Wed Nov 19 04:58:20 +0000 2025,0,@jwwco yakan... kalo bosen di kota mah tinggal naik krl jalan jalan ke kota lain,1991008113370280160,,jwwco,in,,0,0,0,https://x.com/undefined/status/1991008113370280160,2955189894,
1990582010880917744,Wed Nov 19 04:56:44 +0000 2025,0,@chichimiuw @akusipiaa @tanyakanrl ini tmpt ngopinya kl kamu naik krl bogor line keliatan kok lgsg wkwk cuma gatau ya skrg masi apa ngga pdhl lumayan overpriced hrg kopinyaaa siiii,1991007712352633281,,chichimiuw,in,,0,0,0,https://x.com/undefined/status/1991007712352633281,825015633314091009,
1990991797615800383,Wed Nov 19 03:53:30 +0000 2025,0,cowo gue nyamperin ke bogor naik krl buat jmpt aku dari sukabumi,1990991797615800383,,,in,,0,0,0,https://x.com/undefined/status/1990991797615800383,1906442192656474112,
1990985837924733002,Wed Nov 19 03:29:49 +0000 2025,0,first time naik krl sendirian...,1990985837924733002,,,in,,0,2,0,https://x.com/undefined/status/1990985837924733002,1792061511109939200,
1990978535243329645,Wed Nov 19 03:00:48 +0000 2025,1,Hah? Demi apaaaa? Gue jarang naik KRL trus ini jam 10 diputer lagu Indonesia Raya dih! Emang Orba udah come back ini mah ,1990978535243329645,,,in,,0,0,0,https://x.com/undefined/status/1990978535243329645,756410184021311488,
1990978010913387008,Wed Nov 19 02:58:43 +0000 2025,0,Naik krl line bogor duduk samping ibu2. Pas sampe Stasiun UI si ibu nanya ga turun di sini de? Awwwww apaqa aku masih keliatan kaya mahasiswi Iyaaa mahasiswi S3,1990978010913387008,,,in,,0,1,0,https://x.com/undefined/status/1990978010913387008,1934624879728566272,
1990976088680669536,Wed Nov 19 02:51:04 +0000 2025,0,Transportnya diseling sm transport umum aja. Lokasi rumahnya deket stasiun ngga? Soalnya suamiku semenjak pindah rumah dia suka naik krl kalau lg males nyetir. Jd lumayan menghemat bensin &amp; tol juga walaupun dari rumah ke pintu tol terhitung deket paling 10-15menit.t,1990976088680669536,,,in,,0,0,0,https://x.com/undefined/status/1990976088680669536,1403007440505896965,
1990653023505535449,Wed Nov 19 02:40:54 +0000 2025,1,@_nemoraa WKWKWKW IYA YA tapi entahlah transum di sini jele bgt jd mager kemana2 aku kek terkagum2 bgt pas naik KRL ngl ditunggu samplenya kalo begituh ,1990973530943684899,,_nemoraa,in,,0,1,0,https://x.com/undefined/status/1990973530943684899,1667616428,
1990972999126954071,Wed Nov 19 02:38:48 +0000 2025,0,Kerja disini lucu dah pembukaan acara pantun penutupannya pantun pembukaan meeting pantun pulang naik KRL pantun juga Lama2 gua sblm tidur pantunan juga ini ,1990972999126954071,,,in,,0,0,0,https://x.com/undefined/status/1990972999126954071,1477979718334832642,
1990970805635977318,Wed Nov 19 02:30:05 +0000 2025,0,pengen beli jadiin keychain trs naik krl ke manggarai deh dijamin bakal ilang juga wkwkwkw,1990970805635977318,,,in,,0,0,0,https://x.com/undefined/status/1990970805635977318,1540914934279589888,
1990584795391537285,Wed Nov 19 02:27:57 +0000 2025,0,@choisantekpal iya gue ngesot dikit udah jakarta malah jauhan ke sesama bekasi (apalagi kabupaten) tp kl naik transum mah emg hrs sedia spare time gue jg kl naik krl brgkt 1-2 jam sebelumnya tp kl bawa mobil masih bisa dikejar tergantung rute jg sih mau kmn minusnya kena gage,1990970271050969113,,choisantekpal,in,,0,0,0,https://x.com/undefined/status/1990970271050969113,2696953530,
1990969324509802586,Wed Nov 19 02:24:12 +0000 2025,0,BUSEEET mau naik bipol kayak mau naik krl gua liat liat,1990969324509802586,,,in,,0,0,0,https://x.com/undefined/status/1990969324509802586,1662309932400795648,
1990965175630143952,Wed Nov 19 02:07:42 +0000 2025,0,Aku kasih tau ya naik aja krl biasanya. Biar aku yang menghindar.,1990965175630143952,,,in,,0,1,0,https://x.com/undefined/status/1990965175630143952,53601386,
1990342411202200039,Wed Nov 19 01:49:57 +0000 2025,0,@petrifall @setyodiwantoro @straynavis @oemjioemji @InginGondrong @Puspen_PKI jalan tol aja ga nerima cash lu mau naik krl juga nolak cash MRT juga nolak cash pemerintah nolak rupiah dong?,1990960705877782799,,petrifall,in,,0,0,0,https://x.com/undefined/status/1990960705877782799,194566600,
