conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1991129325211639946,Wed Nov 19 12:59:59 +0000 2025,3,To do list selama di jakarta 11 - 17 November 2025: 1. Makan nasi kapau ️ 2. Solat Jumat di masjid istiqlal ️ 3. Naik MRT ️ 4. Nonton Migu &amp; meet ooms &amp; new ooms ️ https://t.co/66QCDW177z,1991129325211639946,https://pbs.twimg.com/media/G6HpkVYaYAA6WSu.jpg,,in,,0,1,0,https://x.com/undefined/status/1991129325211639946,1989484077817511936,
1991124086190166185,Wed Nov 19 12:39:10 +0000 2025,1,On This Day balik dari kantor Smartfren Sabang abis dinobatkan jadi One of Employee of The Year. Hujan2 pake batik Ijo naik MRT ke GBK buat jadi saksi hidup momen ini,1991124086190166185,,,in,,0,0,0,https://x.com/undefined/status/1991124086190166185,1075891944,
1991102611576267134,Wed Nov 19 11:13:50 +0000 2025,0,Kesenjangan sosial naik KRL vs MRT MRT= rata2 hpnya boba stylenya orang2 kantoran KRL= banyak yg masih pake android sambil liat tiktok/fb stylenya semuaaa masook,1991102611576267134,,,in,,0,0,0,https://x.com/undefined/status/1991102611576267134,54455727,
1991073055406219680,Wed Nov 19 10:46:29 +0000 2025,0,@pyeonqii Monyedd naik mrt dari depan komuk lu langsung Sudirman yee,1991095731537764780,,PYEONQl,in,,0,1,0,https://x.com/undefined/status/1991095731537764780,1232604160706719744,
1991088304985723357,Wed Nov 19 10:16:59 +0000 2025,0,Naik transportasi umum kini jadi makin praktis cukup tap HP aja! Dengan fitur QRIS Tap di aplikasi Livin by Mandiri kamu bisa naik Transjakarta Commuter Line MRT LRT hingga Damri dengan lebih mudah dan bisa pakai sumber dana Mandiri Tabungan/Kartu Kredit. Yuk https://t.co/S0CsLF0eXo,1991088304985723357,https://pbs.twimg.com/media/G6HEQZ9aAAAq_gc.png,,in,,0,0,0,https://x.com/undefined/status/1991088304985723357,2278761810,
1991080519094632518,Wed Nov 19 09:53:06 +0000 2025,0,Naik mrt ke LebakBulus cari bus dadakan ke Garut rental motor dadakan jg kesorean sampe papandayan kena trek mlm dan nyasar makanan+duit dimakan babi kunci motor ilang drama nangis2an️ketinggalan bus pulang 3 jam nunggu cari bus lain dan smpe di jakarta jam 3 pagi lg️,1991082297307578453,,dontcallburik,in,,0,0,0,https://x.com/undefined/status/1991082297307578453,1891009695424651264,
1990945728789897435,Wed Nov 19 08:29:20 +0000 2025,1,@Niska_karsa turun mrt blok m bca lurus melawai habis itu belok kanan dia tuh ada di sebelah kanan dan kyk pintu kecil gt.. naik tangga dulu ke atas terus nyampe deh...,1991061213955174530,,Niska_karsa,in,,0,1,0,https://x.com/undefined/status/1991061213955174530,1379658789444493314,
1990622268192391512,Wed Nov 19 05:34:23 +0000 2025,0,@tanyarlfes Gw pernah naik MRT ketemu bule sekeluarganya kaga ada yang mandi buseeetttttttt itu jarak gw berdiri ke keluarga bule 2meteran ya.. tapi baunyaaaaa!!! Apalagi AC MRT itu kan nyembur bgt ya.. baunya kemana2.,1991017188137054661,,tanyarlfes,in,,0,0,0,https://x.com/undefined/status/1991017188137054661,1219193342006677504,
1990999404359430428,Wed Nov 19 04:50:51 +0000 2025,0,@nekogiel naik mrt tujuannya blm ada wkwk,1991006232640172132,,nekogiel,in,,0,1,0,https://x.com/undefined/status/1991006232640172132,1624312109390770178,
1990406007701246397,Wed Nov 19 04:05:31 +0000 2025,0,@alpacamukbang_ Mrt bisa sih kak kalo yg di kemang itu yaahh kayanya bisa turun di mrt blok m trus naik Gojek deh,1990994821956120613,,alpacamukbang_,in,,0,1,0,https://x.com/undefined/status/1990994821956120613,1940067290600628224,
1990723588261859783,Tue Nov 18 10:07:43 +0000 2025,0,punya lama tak naik ktm dekat kl sentral lalu depan entrance. tengok gatenya menarik perhatian betul nampak la terang situ dah boleh touch pakai card je. ktm lagi maju dari mrt apoo. tak naik ktm dah sebab lembab,1990723588261859783,,,in,,0,0,0,https://x.com/undefined/status/1990723588261859783,1085941336966983680,
1990717833634832810,Tue Nov 18 09:44:51 +0000 2025,3,2 hari ke jakarta selain ke comifuro kemana aja? inii wkwkwkw dan masih banyak lagi full jalan jalan dari pagi sampai malem - sea world ancol rencana dari comifuro kesana tapi kesiangan jadinya gabisa deh seru banget bisa ngerasain naik krl mrt sama tj full transum https://t.co/hyfAiOxxKP,1990717833634832810,https://pbs.twimg.com/media/G6BzOAtbMAE_xcX.jpg,,in,,0,1,0,https://x.com/undefined/status/1990717833634832810,1419350327627710468,
1990715368613073147,Tue Nov 18 09:35:04 +0000 2025,0,wallahi gue kalo pulang ngampus lebih pilih bayar gojek langsung ke st kby daripada harus ngantri uler di csw buat ke velbak kadang kalo mau pulang naik mrt jg ngeliatnya udh pusing duluan semangat yah warga ciledug,1990715368613073147,,,in,,0,1,0,https://x.com/undefined/status/1990715368613073147,1730251145225089025,
1990715172571251188,Tue Nov 18 09:34:17 +0000 2025,0,Gue tiap pulang ngantor naik mrt turun blok m yg mau masuk selalu pada nggak sabar alhasil gue tabrak2in aja peduli setan,1990715172571251188,,,in,,0,0,0,https://x.com/undefined/status/1990715172571251188,101450108,
1990710901151051789,Tue Nov 18 09:20:44 +0000 2025,0,dari csw naik mrt lah turun di fatmawati oke posisi masih hujan pesen grab lah yang biasa goceng ini 25k anjir dengan waktu tempuh 5 menit kayak GILAAAAA tapi mau gimana ya daripada telat gapapa deh namanya juga hujan ga ada yang tau ,1990711763281850653,,yeonbivn,in,,0,0,0,https://x.com/undefined/status/1990711763281850653,1312987553239187458,
1990684215151874104,Tue Nov 18 08:39:49 +0000 2025,0,@januar9 Hai Kak. Silakan naik rute D41 tujuan Lebak Bulus turun di bus stop St. MRT Fatmawati. Untuk fitur perencanaan perjalanan dapat mengunduh aplikasi TJ: Transjakarta pada Playstore atau Appstore ya. Terima kasih ^SN,1990701466215137591,,januar9,in,,0,1,0,https://x.com/undefined/status/1990701466215137591,104556071,
1990579492226805960,Tue Nov 18 08:15:51 +0000 2025,101,@BuayaEmpang Ya beda dong pemulung msh sanggup naik MRT LRT Busway krn itu public transport. Klo Whoosh itu bisnis transport krn utk kalangan menengah keatas. Jokower emank pd goblok.,1990695434701213824,,BuayaEmpang,in,,0,4,4,https://x.com/undefined/status/1990695434701213824,766193977313882113,
1990579492226805960,Tue Nov 18 08:12:57 +0000 2025,0,@KaZep7 @PebriyanDwi_P @miftahoo @BuayaEmpang Ya beda dong pemulung msh sanggup naik MRT LRT Busway krn itu public transport. Klo Whoosh itu bisnis transport krn utk kalangan menengah keatas. Jokower emank pd goblok.,1990694704481251636,,KaZep7,in,,0,0,0,https://x.com/undefined/status/1990694704481251636,766193977313882113,
1990675010193854665,Tue Nov 18 06:54:42 +0000 2025,0,imut bgt kaya naik mrt https://t.co/SJ3eEUP3K2,1990675010193854665,https://pbs.twimg.com/media/G6BMXVNbMAETPLT.jpg,,in,,0,0,0,https://x.com/undefined/status/1990675010193854665,1797458249681387520,
1990670420639621151,Tue Nov 18 06:36:27 +0000 2025,1,Hujan deres..abis lunch dr GI naik MRT..dr stat MRT ke kantor pakai payung padahal deket tp ttp aja basah ya.. Sampe meja duingin polll.. Menggigil ini AC central ga bisa di kecilin... butuh selimut ini ,1990670420639621151,,,in,,0,0,0,https://x.com/undefined/status/1990670420639621151,1240834361231990785,
1990408437092520210,Tue Nov 18 05:49:47 +0000 2025,0,@n0rin_4 rill deket tinggal naik bis mrt lrt dah nyampe https://t.co/t5f3UVXRYA,1990658674176737682,https://pbs.twimg.com/tweet_video_thumb/G6A9gkDbUAExwpM.jpg,n0rin_4,in,,0,1,0,https://x.com/undefined/status/1990658674176737682,1383886998130216962,
1990643077544095869,Tue Nov 18 04:47:48 +0000 2025,3,stuck di mrt karena ujan tbtb ada coworkers yg gue belom kenal nyamper dan ngajak bareng naik gocar small things that makes me really happy ,1990643077544095869,,,in,,0,0,0,https://x.com/undefined/status/1990643077544095869,1139281192732073989,
1990640735809647057,Tue Nov 18 04:38:30 +0000 2025,0,Blm nyampe di tempat kerja udah laper lagi bjir salah naik transport harusnya naik mrt aja gak macet ,1990640735809647057,,,in,,0,0,0,https://x.com/undefined/status/1990640735809647057,422472177,
1990631559741706663,Tue Nov 18 04:02:02 +0000 2025,0,Pemerintah Provinsi DKI Jakarta mulai menyediakan layanan transportasi gratis untuk 15 kelompok masyarakat mencakup MRT LRT dan Transjakarta. https://t.co/X3lvBFSyDS #souja #soulofjakarta #kliksouja #kartupekerja #jakarta #transportasi #umum #mrt #lrt #krl #lifestyle https://t.co/EkM7SBJpqX,1990631559741706663,https://pbs.twimg.com/media/G6Ak2rrWoAAWj3Q.jpg,,in,,0,0,0,https://x.com/undefined/status/1990631559741706663,1602513142021427201,
1990615836638523600,Tue Nov 18 02:59:33 +0000 2025,0,giliran gue mau naik mrt malah gangguan anjrittt dah jam 10 enih,1990615836638523600,,,in,,0,0,0,https://x.com/undefined/status/1990615836638523600,1796415956325212160,
1990607062032941245,Tue Nov 18 02:27:56 +0000 2025,0,@bechlogs lagi naik mrt om sabar,1990607879863501117,,bechlogs,in,,0,0,0,https://x.com/undefined/status/1990607879863501117,925203720,
1990601170952597649,Tue Nov 18 02:15:15 +0000 2025,0,@snuggleicebearr banget makanya wa kalo ke SQ mending potong setengah TB Simatupang-nya lewat Antasari (kalo lagi ngga naik MRT).,1990604684302959093,,snuggleicebearr,in,,0,0,0,https://x.com/undefined/status/1990604684302959093,40649595,
1990580884693717427,Tue Nov 18 02:04:36 +0000 2025,0,@alandrazx Naik mrt kan bisa terus balik ke kos ku wkwkwk,1990602004176253338,,alandrazx,in,,0,0,0,https://x.com/undefined/status/1990602004176253338,1262772935757926400,
1990600974755672373,Tue Nov 18 02:02:00 +0000 2025,0,@amrhnshh Morning pagi ni i naik MRT sbb heavy raining seasons...semoga tak breakdown ,1990601353576788335,,amrhnshh,in,,0,1,0,https://x.com/undefined/status/1990601353576788335,1401063231011975170,
1990597812695019988,Tue Nov 18 01:47:56 +0000 2025,1,Tapi emg jakarta parah banget men. Gue masih sanggup nungguin wira wiri ke ITS sekitarnya daripada transit R4 tapi waktu mau ke fX mending naik krl sampe sudirman terus lanjut naik MRT daripada full pake busway capek transit dukuh atas/macet macetan di HI,1990597812695019988,,,in,,0,0,0,https://x.com/undefined/status/1990597812695019988,958876554540539905,
1989279866299326889,Tue Nov 18 01:39:44 +0000 2025,0,@tubirfess Mau nyaman bisa Naik MRT atau bisa gocar kak kalau g bisa juga naik kucing aja pergi kerjanya.. mau nyaman dan g bau tapi naiknya transum 3000an malu ih,1990595750171193504,,tubirfess,in,,0,0,0,https://x.com/undefined/status/1990595750171193504,198803330,
1990324029392351668,Tue Nov 18 01:17:38 +0000 2025,0,@jsofari_ @tokopedijee km tinggal naik mrt langsung msuk surga,1990590186003312870,,jsofari_,in,,0,0,0,https://x.com/undefined/status/1990590186003312870,1371703303340400641,
1990589433901691161,Tue Nov 18 01:14:39 +0000 2025,15,Orang dgn disabilitas mengeluarkan lebih banyak uang untuk mobilitas karena tata kota tak berpihak pd mereka. Kalau dari Depok ke Senayan non disabilitas dengan mudah bisa naik TJ dan MRT dengan biaya 13.5k Disabilitas daksa dgn kursi roda perlu 150an ribu untuk ke Senayan.,1990589433901691161,,,in,,0,1,10,https://x.com/undefined/status/1990589433901691161,102018979,
1990548533930569823,Mon Nov 17 23:32:31 +0000 2025,0,@Mioju Yeay mau dijajanin Mac s Creamery sama Abey ya? :p Ini outfit Abang yang ke Blok Mnya setelah pulang ngantor (ceritanya nyusul dari Sudirman biar bisa nyambung naik MRT) https://t.co/NLM2eNucti,1990563734247653658,https://pbs.twimg.com/media/G5_nKJNaQAEn1P1.jpg,Mioju,in,,0,0,0,https://x.com/undefined/status/1990563734247653658,2279770140,
1990552300751057252,Mon Nov 17 22:47:05 +0000 2025,17,Aku kyk orang dari goa anjer pertama kali naik mrt https://t.co/HvVJBZ13Tc,1990552300751057252,https://pbs.twimg.com/ext_tw_video_thumb/1990552269541289984/pu/img/HfNBqrTlZTYWZFby.jpg,,in,,0,1,0,https://x.com/undefined/status/1990552300751057252,959026949526990848,
1990513400573800454,Mon Nov 17 20:12:31 +0000 2025,2,kalau sedang naik mrt. biasakan ngasih kursi prioritas buat yang berhak.,1990513400573800454,,,in,,0,0,0,https://x.com/undefined/status/1990513400573800454,1693012158198796288,
1990379284436046200,Mon Nov 17 15:52:48 +0000 2025,1,@kotakmakan Naik MRT ke Lebak Bulus lanjut Koridor 8. Tapi muter jadinya ,1990448040092819888,,kotakmakan,in,,1,0,1,https://x.com/undefined/status/1990448040092819888,2916533418,
1990442898312384767,Mon Nov 17 15:32:22 +0000 2025,0,- ngerayain bday sm my longtime crush wkwk (walaupun akhirnya asing lagi) - nyobain naik lrt sm mrt - nonton konser blackpink,1990442898312384767,,,in,,0,0,0,https://x.com/undefined/status/1990442898312384767,50977477,
1990324501763231831,Mon Nov 17 15:24:53 +0000 2025,0,@daladom_ms Naik mrt/lrt setel,1990441016399364280,,daladom_ms,in,,0,1,0,https://x.com/undefined/status/1990441016399364280,2916797541,
1990275642529906882,Mon Nov 17 15:18:26 +0000 2025,0,@deiineschatz @wolfyouuu Bolt atau grab sih.. jalan kaki terus naik kereta jg.... misalnya dari bandara ke hotel naik grabcar hotel ke iconsiam atau talat noi jakil dari icon siam ke stasiun jakil stasiun ke venue konser pke mrt pratunam ke wat arun naik bis hotel ke chula bolt/grab motor gitu2,1990439391161110635,,deiineschatz,in,,0,2,0,https://x.com/undefined/status/1990439391161110635,906793585596493824,
1990427395061379440,Mon Nov 17 14:30:45 +0000 2025,0,-Keluar kandang. Dr yg seumur idup cuma berkutat di Jogja tahun ini merantau ke Jakarta. Culture shock bgt sih. -Kerja dengan segala tanggung jawabnya -naik MRT ,1990427395061379440,,,in,,0,0,0,https://x.com/undefined/status/1990427395061379440,1009443674931904512,
1990419338935910725,Mon Nov 17 13:58:45 +0000 2025,0,kocak banget gue udah book buat mx cgv tapi malah beli tiket pland... untung blok m - gi bisa naik mrt ,1990419338935910725,,,in,,0,0,0,https://x.com/undefined/status/1990419338935910725,74137390,
1989931519289553396,Mon Nov 17 13:57:27 +0000 2025,0,@shimafanissa @fernandosbp Worth it sih..tp klw weekend pasti rame banget..saran klw bawa kend pribadi taro aja hotel..naik aja tije/mrt atau gojek klw mau lebih cepet..parkiran susah soalnya..klw parkir liar suka kena getok.. Tentuin dl aja mau kmn² nya.. Gue maupun anak jaksel ngindarin blok m pas WE,1990419013084848592,,shimafanissa,in,,0,0,0,https://x.com/undefined/status/1990419013084848592,1240834361231990785,
1990411595969675296,Mon Nov 17 13:27:59 +0000 2025,0,fighter dari st tangerang jam 5.20 turun mrt fatmawati jam 7.50 lah blm jalan kakinya 15 menit anjirgagal lg masuk jam 7 wkwk. masa kudu naik kereta yg jam 5.07si non morning person ini udh engap bgt jujur,1990411595969675296,,,in,,1,1,0,https://x.com/undefined/status/1990411595969675296,850058567818158080,
1990391533342716070,Mon Nov 17 13:27:48 +0000 2025,1,@yappingfess Bisa by asal saldonya cukup. Bisa buat tj mrt tpi gbs buat naik pesawat sm kapal yh,1990411551778468088,,yappingfess,in,,0,0,0,https://x.com/undefined/status/1990411551778468088,1953510880781692928,
1990275642529906882,Mon Nov 17 13:26:00 +0000 2025,1,@wolfyouuu Tergantung 2 tahun lalu aku Bangkok-Ciang Rai 6 hari kayanya habis di 12 udah dengan tiket+akomodasi dan selama disana banyakan naik taxi tp sharing tahun kemarin aku ngabisin 5 lebih dijajan dan belanjaan totalan 10 juta kurang sampe akomodasi banyakan naik bus dan MRT,1990411099284373691,,wolfyouuu,in,,0,1,0,https://x.com/undefined/status/1990411099284373691,1254017415140302848,
1989212227791208726,Mon Nov 17 13:15:04 +0000 2025,0,@chaadszure @3rdfekoptiks me naik MRT habis tu nyambung pake grab,1990408345165914283,,chaadszure,in,,0,0,0,https://x.com/undefined/status/1990408345165914283,1002134933366751232,
1990275642529906882,Mon Nov 17 13:05:37 +0000 2025,9,@senjamakinmerah @wolfyouuu Malah lebih mahal. Solo trip atau bareng temen aja. Kalau cuma di Bangkok aman banget. Gampang kemana2 naik bis mrt bts grab semua oke,1990405968421650625,,senjamakinmerah,in,,0,1,0,https://x.com/undefined/status/1990405968421650625,1786605094622162944,
1990404547668287776,Mon Nov 17 12:59:58 +0000 2025,70,Kalau HalTeman biasanya naik atau turun MRT di Stasiun Fatmawati jangan lupa keluarnya lewat Pintu C. Soalnya ada pameran MBALIK Museum Basoeki Abdullah di ruang publik. Judulnya ARTway: Basoeki Abdullah &amp; Perjalanannya . Gratis sampai 30/11/25! https://t.co/SKgsuGab62,1990404547668287776,https://pbs.twimg.com/media/G59WYSdaEAAS6x2.jpg,,in,,6,1,30,https://x.com/undefined/status/1990404547668287776,1114754584155578368,
1990066676529020995,Mon Nov 17 12:57:03 +0000 2025,0,@acceptxt Salah naik bus ama mrt klo salah naik peri udh dimaki org imigrasi gue,1990403812402614754,,acceptxt,in,,0,0,0,https://x.com/undefined/status/1990403812402614754,619107702,
1990023227457118312,Mon Nov 17 05:59:06 +0000 2025,1,@smkaoau Iya aku sering naik mrt!!! Haha,1990298632097329660,,smkaoau,in,,0,1,0,https://x.com/undefined/status/1990298632097329660,1237217801812639747,
1989998258182345044,Mon Nov 17 05:56:09 +0000 2025,0,@WeTVIndonesia yg naik mrt barengan dong gaiss atau yg dri bogor yukk bareng,1990297891458736146,,WeTVIndonesia,in,,0,0,0,https://x.com/undefined/status/1990297891458736146,1469966953687105540,
1990293335945453682,Mon Nov 17 05:49:47 +0000 2025,0,@bluesaiurs Cuma pernah naik MRT sama kereta bandara MAAF KATRO,1990296286457950299,,aiurskiest,in,,0,0,0,https://x.com/undefined/status/1990296286457950299,3292374510,
1990291096191291436,Mon Nov 17 05:29:09 +0000 2025,16,Perasaan malas nak drive pegi HQ ni sebenarnya lebih kepada malas nak hunting for parking spot. So aku plan naik MRT je.,1990291096191291436,,,in,,0,0,1,https://x.com/undefined/status/1990291096191291436,17020166,
1990275519238348868,Mon Nov 17 04:27:15 +0000 2025,2,korangggg kalau dari klia2 nak ke ss15 naik train nanti kena tukar train ke? tu mrt? lrt? aku tak ghetiiii,1990275519238348868,,,in,,0,1,0,https://x.com/undefined/status/1990275519238348868,956451003401879552,
1990273299906216275,Mon Nov 17 04:18:26 +0000 2025,0,@bluebirdgroup barusan saya naik taksi dari rumah di bintaro ke mrt lebak bulus Saat turun saya bayar pakai QRIS mandiri sebesar 70.000 tetapi ternyata gagal lalu saya ulang pakai QRIS BRI ternyata juga sama Akhirnya saya bayar tunai,1990273299906216275,,bluebirdgroup,in,,0,4,0,https://x.com/undefined/status/1990273299906216275,49827091,
1990268599819538690,Mon Nov 17 03:59:46 +0000 2025,0,Mau Naik MRT LRT dan Transjakarta Gratis Setiap Hari? Begini Caranya https://t.co/ebh5n70rLv,1990268599819538690,,,in,,0,0,0,https://x.com/undefined/status/1990268599819538690,847372542830444544,
1990262293414940697,Mon Nov 17 03:34:42 +0000 2025,0,Akibat gak nurut sm suami naik mrt kartunya gabisa https://t.co/gO80YXyvaM,1990262293414940697,https://pbs.twimg.com/media/G57VAOraEAAP6UX.jpg,,in,,0,1,0,https://x.com/undefined/status/1990262293414940697,1403522281528172556,
1990258546945180018,Mon Nov 17 03:19:49 +0000 2025,0,kenapa aku selalu lupa bawak earphone naik mrt,1990258546945180018,,,in,,0,1,0,https://x.com/undefined/status/1990258546945180018,1344703580423372807,
1990205724077834713,Sun Nov 16 23:49:55 +0000 2025,9,Aku tak bangun 5.30 pagi untuk ke Kwasa dan naik MRT lepastu tau-tau MRT line kajang problem. Nak kena MC ke ni,1990205724077834713,,,in,,1,0,0,https://x.com/undefined/status/1990205724077834713,506852093,
1990198677370278171,Sun Nov 16 23:21:55 +0000 2025,0,Cerita kemarin balik konseran hp mati. Udh ga keburu soalnya perjanjian balik sampe jam 10. Sementara keluar venue aja jam 8.30 an. Trus pas bgt balik naik MRT langsung ada kereta nya jadi langsung cuss.. masuk. Eh.. pas nyampe Taipei main station aku mendadak buta arah. https://t.co/nnmvYaxsj1,1990198677370278171,https://pbs.twimg.com/media/G56bJpDbAAAj8N9.jpg,,in,,0,1,0,https://x.com/undefined/status/1990198677370278171,1389493440,
1990116576159526986,Sun Nov 16 17:58:34 +0000 2025,0,waktu kantor di senayan duduk manis naik TJ cuma 20rb udh depan kantor pp 40rb lah bisa naik LRT sambung MRT. Bisa naik KRL sambung MRT. Nah di Pulomas naik LRT jg ga intergrasi sama TJ arah Pulomas naik KRL mau sambung TJ jauh bgt haltenya #justicewargatimur,1990117305175638517,,goosajeu,in,,0,0,0,https://x.com/undefined/status/1990117305175638517,1551207889,
1990047759072931853,Sun Nov 16 17:18:52 +0000 2025,0,@ashlith Ohh MRT aku blom pernah naik MRT jadi gatau. Enak dung cuci mataaa,1990107313902878763,,ashlith,in,,0,1,0,https://x.com/undefined/status/1990107313902878763,1277935476616257536,
1751430901320544642,Sun Nov 16 16:57:08 +0000 2025,0,ke blok m (lagi) tapi naik mrt bersama my pacar jawa ku https://t.co/cGibH6e941,1990101843263815723,https://pbs.twimg.com/media/G55DEmrbkAAH9mP.jpg,metmeinthewoood,in,,0,1,0,https://x.com/undefined/status/1990101843263815723,1651564734435696640,
1990061658769891570,Sun Nov 16 16:40:02 +0000 2025,0,@Pretendtolovex @IORIJ1225 mjb yaa bisa naik tj no 2 transit di halte juanda lanjut tj no 8 turunnya di sekitar mrt lebak bulus,1990097538565697578,,Pretendtolovex,in,,0,1,0,https://x.com/undefined/status/1990097538565697578,3416473470,
1990095756976697510,Sun Nov 16 16:32:57 +0000 2025,0,Udah lengkap semua jenis kereta dinaikin. LRT MRT KRL whoosh ka bandara ka jarak jauh skytrain. Mau kasih apresiasi sama KAI yang sistemnya beneran udh bagus bgt. Berasa naik kelas ini di stasiun. Entah kenapa bandara gak berasa gitu ya,1990095756976697510,,,in,,0,0,0,https://x.com/undefined/status/1990095756976697510,56422718,
1990094695863558428,Sun Nov 16 16:31:55 +0000 2025,0,@ensjakea baru kali ini gw nyesel tidak pulang naik mrt,1990095496879497580,,ensjakea,in,,0,1,0,https://x.com/undefined/status/1990095496879497580,1622314773907124226,
1990087828240224709,Sun Nov 16 16:01:26 +0000 2025,1,day 1 ngenalin anak naik mrt (ᯟ︿ᯏ) https://t.co/WG8bJekABG,1990087828240224709,https://pbs.twimg.com/media/G542VD3agAA3lbd.jpg,,in,,0,0,0,https://x.com/undefined/status/1990087828240224709,1306942798357098497,
1989296064088949037,Sun Nov 16 15:45:27 +0000 2025,0,@nct_menfess egk tj full maksudnya gw naik tj dulu ke krl/mrt ehe,1990083802090061867,,jsuhonny,in,,0,0,0,https://x.com/undefined/status/1990083802090061867,1325027779939741696,
1989932156353982587,Sun Nov 16 07:36:48 +0000 2025,0,@S_enjapra tumben naik mrt,1989960829345960333,,S_enjapra,in,,0,1,0,https://x.com/undefined/status/1989960829345960333,1780900934161412096,
1989957218310259123,Sun Nov 16 07:22:27 +0000 2025,0,Semalem gak sengaja jalan ke GI gara gara icha minta temenin. Sepanjang perjalanan dari naik MRT - masuk GI - pulang dari GI. Gw hanya bisa merenung dan bersyukur betapa besarnya ketimpangan sosial yang terjadi.,1989957218310259123,,,in,,0,0,0,https://x.com/undefined/status/1989957218310259123,1019959969003663361,
1989952140803211506,Sun Nov 16 07:02:16 +0000 2025,0,Paling males kalo naik mrt dari expo transit ke dtl line karena jauh ada 20 st kali haa,1989952140803211506,,,in,,0,0,0,https://x.com/undefined/status/1989952140803211506,289300582,
1989947157009621125,Sun Nov 16 06:42:28 +0000 2025,0,HUFTT i love jalan jalan sendirian bisa gasih bolak balik aja naik mrt ini,1989947157009621125,,,in,,0,1,0,https://x.com/undefined/status/1989947157009621125,1978827438621683712,
1989932443474993510,Sun Nov 16 05:53:35 +0000 2025,3,@adriansyahyasin sorry OOT mas salah satu pertanyaanku yang belum terjawab kenapa MRTJ milih peron ganda daripada peron tunggal kayak MRT Singapore? contoh recehnya kalo keterusan naik MRT bisa turun di stasiun selanjutnya dan tinggal nyebrang. Kalo peron ganda kudu turun dulu baru nyebrang ,1989934854268752168,,adriansyahyasin,in,,0,3,1,https://x.com/undefined/status/1989934854268752168,50936124,
